 1 bxx (1.0                     ) * (1.0                           ) / (1.0          )
 2 bxc (1.0                     ) * (1.0                           ) / (1.0 / |v|    )
 3 bxd (1.0                     ) * (1.0                           ) / (dl           )
 4 bxl (1.0                     ) * (1.0                           ) / (log(dl)      )
 5 bxa (1.0                     ) * (1.0                           ) / (log(dl / adl))

 6 bfx (1.0                     ) * (log(N / n)                    ) / (1.0          )
 7 bfc (1.0                     ) * (log(N / n)                    ) / (1.0 / |v|    )
 8 bfd (1.0                     ) * (log(N / n)                    ) / (dl           )
 9 bfl (1.0                     ) * (log(N / n)                    ) / (log(dl)      )
10 bfa (1.0                     ) * (log(N / n)                    ) / (log(dl / adl))

11 bpx (1.0                     ) * (log((N - n) / n)              ) / (1.0          )
12 bpc (1.0                     ) * (log((N - n) / n)              ) / (1.0 / |v|    )
13 bpd (1.0                     ) * (log((N - n) / n)              ) / (dl           )
14 bpl (1.0                     ) * (log((N - n) / n)              ) / (log(dl)      )
15 bpa (1.0                     ) * (log((N - n) / n)              ) / (log(dl / adl))

16 bix (1.0                     ) * (log((N - n + 0.5) / (n + 0.5))) / (1.0          )
17 bic (1.0                     ) * (log((N - n + 0.5) / (n + 0.5))) / (1.0 / |v|    )
18 bid (1.0                     ) * (log((N - n + 0.5) / (n + 0.5))) / (dl           )
19 bil (1.0                     ) * (log((N - n + 0.5) / (n + 0.5))) / (log(dl)      )
20 bia (1.0                     ) * (log((N - n + 0.5) / (n + 0.5))) / (log(dl / adl))

21 txx (tf                      ) * (1.0                           ) / (1.0          )
22 txc (tf                      ) * (1.0                           ) / (1.0 / |v|    )
23 txd (tf                      ) * (1.0                           ) / (dl           )
24 txl (tf                      ) * (1.0                           ) / (log(dl)      )
25 txa (tf                      ) * (1.0                           ) / (log(dl / adl))

26 tfx (tf                      ) * (log(N / n)                    ) / (1.0          )
27 tfc (tf                      ) * (log(N / n)                    ) / (1.0 / |v|    )
28 tfd (tf                      ) * (log(N / n)                    ) / (dl           )
29 tfl (tf                      ) * (log(N / n)                    ) / (log(dl)      )
30 tfa (tf                      ) * (log(N / n)                    ) / (log(dl / adl))

31 tpx (tf                      ) * (log((N - n) / n)              ) / (1.0          )
32 tpc (tf                      ) * (log((N - n) / n)              ) / (1.0 / |v|    )
33 tpd (tf                      ) * (log((N - n) / n)              ) / (dl           )
34 tpl (tf                      ) * (log((N - n) / n)              ) / (log(dl)      )
35 tpa (tf                      ) * (log((N - n) / n)              ) / (log(dl / adl))

